Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,Amount owed,Amount paid,Amount left,July_Payment_Status,Feb.Credit.Capacity,Mar.Credit.Capacity,Apr.Credit.Capacity,May.Credit.Capacity,Jun.Credit.Capacity,Overall.Credit.Capacity
11300,1,1,2,30,0,6589,0,480,6823,0,200,6027,0,320,5339,0,120,5341,2,200,5319,30119,1320,28799,0,60.3805309735,53.3362831858,47.2477876106,47.2654867257,47.0707964602,51.0601769912
6800,2,2,1,52,0,6741,0,293,6741,0,169,6798,0,171,4794,0,179,4718,0,166,4727,29792,978,28814,0,99.1323529412,99.9705882353,70.5,69.3823529412,69.5147058824,81.7
22400,1,2,1,41,-1,6728,0,193,5595,0,199,5696,0,198,5814,0,183,5927,0,163,5593,29760,936,28824,0,24.9776785714,25.4285714286,25.9553571429,26.4598214286,24.96875,25.5580357143
22500,1,2,1,42,-1,6728,0,193,5595,0,199,5696,0,198,5814,0,183,5927,0,163,5593,29760,936,28824,0,24.8666666667,25.3155555556,25.84,26.3422222222,24.8577777778,25.4444444444
11200,2,3,2,50,0,6659,0,208,6715,0,204,5619,0,173,5697,0,168,5053,0,165,4705,29743,918,28825,0,59.9553571429,50.1696428571,50.8660714286,45.1160714286,42.0089285714,49.6232142857
6300,2,,1,45,0,6049,0,220,6187,0,280,6164,0,240,5996,0,500,5937,0,260,6340,30333,1500,28833,0,98.2063492063,97.8412698413,95.1746031746,94.2380952381,100.6349206349,97.219047619
5900,1,2,1,35,0,5916,0,198,5976,0,168,5926,0,168,6031,0,193,5858,0,140,5986,29707,867,28840,1,101.2881355932,100.4406779661,102.2203389831,99.2881355932,101.4576271186,100.9389830508
10700,1,3,1,33,3,6025,2,284,5850,0,220,5978,0,240,6036,0,240,6155,0,204,6293,30044,1188,28856,0,54.6728971963,55.8691588785,56.4112149533,57.523364486,58.8130841121,56.6579439252
19900,1,2,1,43,0,6863,0,806,7391,0,801,6095,0,806,5590,0,801,6134,0,1,5096,32073,3215,28858,0,37.1407035176,30.6281407035,28.0904522613,30.824120603,25.608040201,30.4582914573
7700,2,1,2,29,0,5739,0,296,5878,0,226,6076,0,230,6142,0,255,6267,0,235,6414,30102,1242,28860,0,76.3376623377,78.9090909091,79.7662337662,81.3896103896,83.2987012987,79.9402597403
11500,2,2,2,42,0,11456,0,225,5638,0,400,4496,0,800,4538,0,400,4959,0,400,5269,31087,2225,28862,0,49.0260869565,39.0956521739,39.4608695652,43.1217391304,45.8173913043,43.3043478261
7500,2,4,2,32,0,7924,0,619,7783,0,188,8115,0,1898,7957,-1,667,1158,0,702,1147,32937,4074,28863,0,103.7733333333,108.2,106.0933333333,15.44,15.2933333333,69.76
9300,1,2,1,27,0,9254,0,280,9342,0,9480,3961,-1,260,9480,0,264,7388,0,272,7405,39425,10556,28869,0,100.4516129032,42.5913978495,101.935483871,79.4408602151,79.623655914,80.8086021505
13600,2,2,2,35,2,13519,0,80,13797,0,400,757,0,200,848,0,120,792,0,40,543,29713,840,28873,0,101.4485294118,5.5661764706,6.2352941176,5.8235294118,3.9926470588,24.6132352941
15300,2,2,2,30,0,8037,0,400,7640,0,234,7001,0,183,6508,0,218,5526,0,4800,5437,34712,5835,28877,0,49.9346405229,45.7581699346,42.5359477124,36.1176470588,35.5359477124,41.9764705882
15700,1,1,1,43,2,7408,2,240,7218,0,140,5255,0,200,5275,0,180,4607,0,120,3005,29763,880,28883,1,45.974522293,33.4713375796,33.5987261146,29.3439490446,19.1401273885,32.3057324841
6300,2,1,2,33,0,6434,0,289,6142,0,200,6315,0,200,5748,0,236,5375,0,200,5522,30014,1125,28889,0,97.4920634921,100.2380952381,91.2380952381,85.3174603175,87.6507936508,92.3873015873
6300,2,3,2,37,0,6240,0,307,6235,0,242,6360,0,167,6370,0,172,4756,0,183,4770,29961,1071,28890,0,98.9682539683,100.9523809524,101.1111111111,75.4920634921,75.7142857143,90.4476190476
7900,1,2,2,25,2,5906,2,0,5944,2,480,5746,2,320,6104,2,232,6239,2,3,6340,29939,1035,28904,1,75.2405063291,72.7341772152,77.2658227848,78.9746835443,80.253164557,76.8936708861
11500,2,2,1,38,0,5766,0,240,5898,0,224,6025,0,228,6134,0,228,6249,0,240,6358,30072,1160,28912,0,51.2869565217,52.3913043478,53.3391304348,54.3391304348,55.2869565217,53.3286956522
20000,1,3,2,33,0,8460,0,123,7349,2,535,6350,0,836,4783,0,806,4924,0,644,5294,31866,2944,28922,0,36.745,31.75,23.915,24.62,26.47,28.7
9300,2,2,1,33,0,6422,0,400,6351,0,400,6034,0,280,6065,0,400,5930,0,400,6126,30802,1880,28922,0,68.2903225806,64.8817204301,65.2150537634,63.7634408602,65.8709677419,65.6043010753
10500,1,3,1,52,0,7503,0,215,7366,0,169,5633,0,162,4698,0,158,4583,0,145,4469,29783,849,28934,1,70.1523809524,53.6476190476,44.7428571429,43.6476190476,42.5619047619,50.9504761905
8900,1,1,1,47,2,6627,2,240,6540,2,240,6494,0,160,5400,0,114,4997,0,360,3398,30058,1114,28944,1,73.4831460674,72.9662921348,60.6741573034,56.1460674157,38.1797752809,60.2898876404
14400,1,1,2,34,0,10253,0,381,9851,0,85,8469,0,372,1963,0,749,771,-1,773,744,31307,2360,28947,0,68.4097222222,58.8125,13.6319444444,5.3541666667,5.1666666667,30.275
10400,1,1,2,37,1,5965,2,276,5813,0,660,5933,0,0,6432,2,234,6227,0,235,6351,30370,1405,28965,1,55.8942307692,57.0480769231,61.8461538462,59.875,61.0673076923,59.1461538462
7200,1,1,2,23,0,7120,0,240,6681,0,200,5949,0,200,5181,0,177,5035,0,183,4873,29966,1000,28966,0,92.7916666667,82.625,71.9583333333,69.9305555556,67.6805555556,76.9972222222
12700,1,2,2,27,0,5786,0,240,6013,0,227,6055,0,228,6161,0,230,6283,0,396,6409,30298,1321,28977,0,47.3464566929,47.6771653543,48.5118110236,49.4724409449,50.4645669291,48.694488189
5900,2,3,1,34,0,5894,0,0,6194,2,194,6064,0,322,6062,0,368,5857,0,204,5513,30071,1088,28983,0,104.9830508475,102.7796610169,102.7457627119,99.2711864407,93.4406779661,100.6440677966
8900,1,1,2,32,0,8148,0,320,8198,0,240,6917,0,4280,4190,0,520,7218,0,320,7297,34671,5680,28991,1,92.1123595506,77.7191011236,47.0786516854,81.1011235955,81.9887640449,76
13200,1,3,1,53,0,5642,0,157,5781,0,159,5937,0,120,6094,0,0,6000,0,0,0,29454,436,29018,0,43.7954545455,44.9772727273,46.1666666667,45.4545454545,0,36.0787878788
6900,2,2,1,39,-1,6749,0,280,6648,0,240,6336,0,200,5853,0,240,4759,0,360,4547,30345,1320,29025,0,96.347826087,91.8260869565,84.8260869565,68.9710144928,65.8985507246,81.5739130435
11300,2,1,2,36,0,8466,0,210,8541,0,152,4262,0,155,4254,0,163,4344,0,161,4437,29867,841,29026,0,75.5840707965,37.7168141593,37.6460176991,38.4424778761,39.2654867257,45.7309734513
7300,1,1,1,33,0,6805,0,200,6890,0,190,5552,0,206,5312,0,197,5424,0,160,5512,29983,953,29030,0,94.3835616438,76.0547945205,72.7671232877,74.301369863,75.5068493151,78.602739726
6300,2,2,1,43,0,6627,0,212,6799,0,161,6806,0,168,4781,0,159,4882,0,158,4455,29895,858,29037,1,107.9206349206,108.0317460317,75.8888888889,77.4920634921,70.7142857143,88.0095238095
15500,2,2,1,39,0,8024,0,274,8112,0,120,7657,0,94,3254,0,96,2675,0,94,2669,29722,678,29044,0,52.335483871,49.4,20.9935483871,17.2580645161,17.2193548387,31.4412903226
14100,2,2,2,33,0,7506,0,216,5654,0,244,5717,0,240,5806,0,128,5318,0,124,3427,30001,952,29049,0,40.0992907801,40.5460992908,41.1773049645,37.7163120567,24.304964539,36.7687943262
7900,1,3,1,30,0,5797,0,160,5924,0,160,5925,0,160,6060,0,160,6189,0,182,6316,29895,822,29073,0,74.9873417722,75,76.7088607595,78.3417721519,79.9493670886,76.9974683544
6000,2,2,2,28,0,6123,0,240,5961,0,280,6065,0,219,6074,0,216,6029,0,212,5958,30252,1167,29085,0,99.35,101.0833333333,101.2333333333,100.4833333333,99.3,100.29
6800,2,2,1,25,0,6569,0,283,6633,0,200,6680,0,200,5262,0,200,5026,0,200,5089,30170,1083,29087,0,97.5441176471,98.2352941176,77.3823529412,73.9117647059,74.8382352941,84.3823529412
8100,1,3,2,32,0,7262,0,214,6949,0,175,6098,0,193,4789,0,175,4901,0,133,4380,29999,890,29109,0,85.7901234568,75.2839506173,59.1234567901,60.5061728395,54.0740740741,66.9555555556
5500,2,2,1,41,0,6340,0,264,6427,0,204,5768,0,218,5792,0,218,5892,0,204,6008,30219,1108,29111,0,116.8545454545,104.8727272727,105.3090909091,107.1272727273,109.2363636364,108.68
10400,2,2,2,27,0,6028,0,301,6061,0,270,6203,0,207,6246,0,208,5810,0,228,5591,30348,1214,29134,0,58.2788461538,59.6442307692,60.0576923077,55.8653846154,53.7596153846,57.5211538462
14900,1,2,2,26,0,11057,0,520,9561,0,200,5965,0,400,1956,0,160,2121,0,240,2057,30660,1520,29140,0,64.1677852349,40.033557047,13.1275167785,14.2348993289,13.8053691275,29.0738255034
6900,2,2,2,51,0,6171,0,300,6467,0,271,6603,0,160,6649,0,200,4387,0,200,4516,30277,1131,29146,0,93.7246376812,95.6956521739,96.3623188406,63.5797101449,65.4492753623,82.9623188406
11300,1,1,2,33,0,5927,0,200,6029,0,176,6150,0,165,6210,0,184,5747,0,184,5825,30063,909,29154,0,53.3539823009,54.4247787611,54.9557522124,50.8584070796,51.5486725664,53.0283185841
8800,2,2,1,35,0,6340,0,280,6240,0,284,5987,0,200,6109,0,216,5683,0,224,5706,30359,1204,29155,0,70.9090909091,68.0340909091,69.4204545455,64.5795454545,64.8409090909,67.5568181818
8700,2,2,2,32,2,6147,2,252,6266,2,0,6360,2,200,6180,0,200,5056,0,200,5174,30009,852,29157,0,72.0229885057,73.1034482759,71.0344827586,58.1149425287,59.4712643678,66.7494252874
6400,2,1,2,28,1,6051,2,243,6131,2,501,6212,2,0,6206,2,240,5784,0,240,5928,30384,1224,29160,0,95.796875,97.0625,96.96875,90.375,92.625,94.565625
17900,1,1,1,43,0,8041,0,240,7081,0,203,5457,0,200,5045,0,200,4602,0,200,4236,30226,1043,29183,0,39.5586592179,30.4860335196,28.1843575419,25.7094972067,23.6648044693,29.5206703911
9700,1,2,2,29,0,8421,0,336,8995,0,199,8355,0,8800,4319,0,346,9118,0,343,9305,39208,10024,29184,0,92.7319587629,86.1340206186,44.5257731959,94,95.9278350515,82.6639175258
6100,2,1,2,34,0,5088,0,200,9919,0,247,5020,0,288,5184,0,420,5326,2,196,5573,30537,1351,29186,1,162.606557377,82.2950819672,84.9836065574,87.3114754098,91.3606557377,101.7114754098
9900,2,2,1,34,0,10145,0,440,9570,0,188,9824,0,7603,1321,-1,320,7283,0,401,7361,38143,8952,29191,0,96.6666666667,99.2323232323,13.3434343434,73.5656565657,74.3535353535,71.4323232323
11200,2,1,1,46,0,5856,0,204,5949,0,172,6040,0,180,6102,0,180,6172,0,180,6238,30119,916,29203,0,53.1160714286,53.9285714286,54.4821428571,55.1071428571,55.6964285714,54.4660714286
6400,2,2,2,36,0,6385,0,227,6200,0,198,6326,0,174,6148,0,172,5095,0,174,4712,30154,945,29209,0,96.875,98.84375,96.0625,79.609375,73.625,89.003125
10300,1,2,2,34,0,6811,0,240,6585,0,240,6008,0,200,5559,0,200,5369,0,240,5133,30332,1120,29212,1,63.932038835,58.3300970874,53.9708737864,52.1262135922,49.8349514563,55.6388349515
8300,2,1,2,38,0,6406,0,280,6241,0,268,6014,0,212,5912,0,218,5838,0,219,5827,30411,1197,29214,0,75.1927710843,72.4578313253,71.2289156627,70.3373493976,70.2048192771,71.8843373494
13300,2,2,2,33,0,6677,0,264,6365,0,192,5973,0,200,5730,0,216,5545,0,204,5599,30290,1076,29214,0,47.8571428571,44.9097744361,43.0827067669,41.6917293233,42.0977443609,43.9278195489
8800,2,1,1,41,0,5546,0,0,6268,2,320,6030,0,280,6179,0,260,6259,0,200,6195,30282,1060,29222,0,71.2272727273,68.5227272727,70.2159090909,71.125,70.3977272727,70.2977272727
9500,,4,1,93,10,7995,8,1537,6491,3,2758,9044,1,966,7172,4,2525,8002,-1,1691,8364,38704,9477,29227,1,68.3263157895,95.2,75.4947368421,84.2315789474,88.0421052632,82.2589473684
7100,2,1,2,34,0,4321,0,320,7238,0,220,6774,0,200,6558,0,220,5536,0,240,5315,30427,1200,29227,0,101.9436619718,95.4084507042,92.3661971831,77.9718309859,74.8591549296,88.5098591549
7700,1,2,2,41,2,5976,2,600,5825,2,264,6271,2,260,6375,2,260,6475,2,280,6629,30922,1664,29258,1,75.6493506494,81.4415584416,82.7922077922,84.0909090909,86.0909090909,82.012987013
6800,1,2,1,37,2,5946,2,320,6029,2,0,6194,2,767,6036,2,0,6637,2,488,6527,30842,1575,29267,1,88.6617647059,91.0882352941,88.7647058824,97.6029411765,95.9852941176,92.4205882353
9500,2,2,1,54,0,5551,0,200,5676,0,2400,5731,0,699,8043,0,261,8628,2,800,8172,33629,4360,29269,0,59.7473684211,60.3263157895,84.6631578947,90.8210526316,86.0210526316,76.3157894737
6000,2,3,2,45,0,6149,0,280,6022,0,208,6124,0,220,6082,0,252,6059,0,204,6079,30436,1164,29272,0,100.3666666667,102.0666666667,101.3666666667,100.9833333333,101.3166666667,101.22
5900,2,3,2,49,0,6136,0,280,6149,0,280,6022,0,208,6124,0,220,6082,0,252,6059,30513,1240,29273,0,104.2203389831,102.0677966102,103.7966101695,103.0847457627,102.6949152542,103.1728813559
9600,1,1,1,35,0,6713,0,336,6839,0,280,6889,0,120,6551,0,116,3264,0,124,3193,30256,976,29280,0,71.2395833333,71.7604166667,68.2395833333,34,33.2604166667,55.7
6300,2,2,2,26,0,6422,0,311,6498,0,292,6296,0,167,6367,0,179,4866,0,184,4974,30449,1133,29316,0,103.1428571429,99.9365079365,101.0634920635,77.2380952381,78.9523809524,92.0666666667
19500,1,1,2,37,0,6241,0,363,6225,0,758,6244,0,400,6375,0,321,6329,0,242,6559,31414,2084,29330,0,31.9230769231,32.0205128205,32.6923076923,32.4564102564,33.6358974359,32.5456410256
14400,2,1,2,33,0,6689,0,292,6674,0,245,5996,0,180,5524,0,187,5525,0,162,5613,30408,1066,29342,0,46.3472222222,41.6388888889,38.3611111111,38.3680555556,38.9791666667,40.7388888889
11300,1,1,2,30,2,11140,0,0,11194,0,7594,0,-1,241,7594,0,243,7733,0,212,7710,37661,8290,29371,1,99.0619469027,0,67.203539823,68.4336283186,68.2300884956,60.585840708
7700,1,2,2,39,0,5849,0,240,5972,0,240,6115,0,240,6251,0,240,6392,0,240,6503,30579,1200,29379,0,77.5584415584,79.4155844156,81.1818181818,83.012987013,84.4545454545,81.1246753247
7900,2,1,2,45,0,8122,0,197,5614,0,180,5571,0,168,5538,0,166,5380,0,124,5065,30225,835,29390,1,71.0632911392,70.5189873418,70.1012658228,68.1012658228,64.1139240506,68.7797468354
6700,2,2,1,33,0,6895,0,253,6924,0,153,6846,0,143,4856,0,158,4742,0,160,4851,30263,867,29396,0,103.3432835821,102.1791044776,72.4776119403,70.776119403,72.4029850746,84.2358208955
11100,1,1,2,37,0,8419,0,288,8038,0,235,5866,0,120,5301,0,200,2817,0,200,2409,30441,1043,29398,0,72.4144144144,52.8468468468,47.7567567568,25.3783783784,21.7027027027,44.0198198198
7900,2,1,2,26,0,6304,0,270,6228,0,201,6212,0,215,5904,0,212,5869,0,212,5733,30517,1110,29407,0,78.835443038,78.6329113924,74.7341772152,74.2911392405,72.5696202532,75.8126582278
9900,2,2,2,34,0,5917,0,224,5979,0,288,6107,0,260,6293,0,260,6389,0,240,6546,30685,1272,29413,0,60.3939393939,61.6868686869,63.5656565657,64.5353535354,66.1212121212,63.2606060606
13500,2,3,1,44,3,6424,3,0,6220,2,205,5985,0,200,6029,0,201,5607,0,241,5368,30265,847,29418,1,46.0740740741,44.3333333333,44.6592592593,41.5333333333,39.762962963,43.2725925926
5500,2,2,1,43,0,6242,0,221,6340,0,264,6427,0,204,5768,0,218,5792,0,218,5892,30569,1125,29444,0,115.2727272727,116.8545454545,104.8727272727,105.3090909091,107.1272727273,109.8872727273
6900,1,1,2,32,0,6659,0,293,6395,0,268,6458,0,173,6102,0,176,4918,0,172,4811,30532,1082,29450,0,92.6811594203,93.5942028986,88.4347826087,71.2753623188,69.7246376812,83.1420289855
10300,2,1,1,36,0,6999,0,320,6467,0,201,6252,0,200,6250,0,200,4821,0,400,4906,30789,1321,29468,0,62.786407767,60.6990291262,60.6796116505,46.8058252427,47.6310679612,55.7203883495
6800,2,2,2,26,0,6754,0,260,6861,0,320,6580,0,618,5131,0,87,5599,2,172,5100,30925,1457,29468,0,100.8970588235,96.7647058824,75.4558823529,82.3382352941,75,86.0911764706
9900,2,1,2,32,0,6246,0,272,6146,0,218,6141,0,215,6125,0,227,5983,0,240,6099,30641,1172,29469,0,62.0808080808,62.0303030303,61.8686868687,60.4343434343,61.6060606061,61.604040404
10700,1,2,1,50,0,6309,0,640,6177,0,0,6662,2,200,6490,0,200,5075,0,200,5196,30713,1240,29473,0,57.7289719626,62.261682243,60.6542056075,47.4299065421,48.5607476636,55.3271028037
9900,2,1,1,36,0,5649,0,0,6274,2,219,6074,0,226,6112,0,272,6240,0,157,6409,30349,874,29475,0,63.3737373737,61.3535353535,61.7373737374,63.0303030303,64.7373737374,62.8464646465
8700,2,2,1,32,0,6161,0,240,6120,0,273,6180,0,220,6113,0,232,6114,0,228,6110,30688,1193,29495,0,70.3448275862,71.0344827586,70.2643678161,70.275862069,70.2298850575,70.4298850575
6100,1,3,1,39,4,6045,4,0,6151,4,20,6013,3,0,5920,2,176,5734,0,169,5725,29863,365,29498,1,100.8360655738,98.5737704918,97.0491803279,94,93.8524590164,96.862295082
8300,2,1,1,34,0,5870,0,220,6002,0,220,6130,0,240,6255,0,240,6402,0,240,6528,30659,1160,29499,0,72.313253012,73.8554216867,75.3614457831,77.1325301205,78.6506024096,75.4626506024
11200,2,2,2,29,0,5906,0,400,6028,0,240,6271,0,208,6249,0,240,6365,0,216,6526,30819,1304,29515,0,53.8214285714,55.9910714286,55.7946428571,56.8303571429,58.2678571429,56.1410714286
9100,2,1,1,37,0,6616,0,280,6748,0,320,6920,0,120,7119,0,120,3083,0,129,3154,30486,969,29517,0,74.1538461538,76.043956044,78.2307692308,33.8791208791,34.6593406593,59.3934065934
6500,2,2,2,41,0,6522,0,256,6459,0,255,6443,0,184,6259,0,192,4898,0,176,4823,30581,1063,29518,0,99.3692307692,99.1230769231,96.2923076923,75.3538461538,74.2,88.8676923077
6900,2,2,2,46,0,6484,0,240,6258,0,280,6060,0,240,6055,0,280,5941,0,240,5985,30798,1280,29518,0,90.6956521739,87.8260869565,87.7536231884,86.1014492754,86.7391304348,87.8231884058
8500,1,3,2,68,0,8376,0,258,5472,0,204,5576,0,220,5560,0,212,5635,0,200,5749,30619,1094,29525,0,64.3764705882,65.6,65.4117647059,66.2941176471,67.6352941176,65.8635294118
6800,1,3,1,63,0,6701,0,280,6661,0,200,6753,0,160,6584,0,140,3764,0,144,3687,30463,924,29539,0,97.9558823529,99.3088235294,96.8235294118,55.3529411765,54.2205882353,80.7323529412
11300,2,3,1,62,0,6509,0,240,5880,0,220,5968,0,232,6095,0,208,6231,0,240,5932,30683,1140,29543,0,52.0353982301,52.814159292,53.9380530973,55.1415929204,52.4955752212,53.2849557522
10400,2,2,1,30,0,5903,0,207,5991,0,211,6063,0,181,6220,0,187,6345,0,189,6476,30522,975,29547,0,57.6057692308,58.2980769231,59.8076923077,61.0096153846,62.2692307692,59.7980769231
18700,1,2,1,33,0,7249,0,240,5727,0,240,5812,0,240,5955,0,240,6092,0,320,6231,30835,1280,29555,0,30.6256684492,31.0802139037,31.8449197861,32.577540107,33.320855615,31.8898395722
10500,1,1,1,34,0,6533,0,250,6622,0,280,6114,0,220,5704,0,220,5770,0,216,5769,30743,1186,29557,0,63.0666666667,58.2285714286,54.3238095238,54.9523809524,54.9428571429,57.1028571429
7900,2,1,1,42,2,7542,0,208,7684,0,160,5054,0,200,5028,0,120,5058,0,120,3240,30366,808,29558,0,97.2658227848,63.9746835443,63.6455696203,64.0253164557,41.0126582278,65.9848101266
6400,2,3,1,48,0,6136,0,0,6337,2,240,6113,0,212,6106,0,191,5698,0,180,5156,30390,823,29567,0,99.015625,95.515625,95.40625,89.03125,80.5625,91.90625
6800,2,1,1,47,0,6656,0,283,6610,0,258,6268,0,185,6056,0,188,5084,0,187,5056,30674,1101,29573,0,97.2058823529,92.1764705882,89.0588235294,74.7647058824,74.3529411765,85.5117647059
8000,1,1,1,56,0,7698,0,177,7839,0,178,4889,0,184,4986,0,187,5077,0,188,5167,30489,914,29575,0,97.9875,61.1125,62.325,63.4625,64.5875,69.895
7500,2,1,2,26,0,6981,0,335,7165,0,409,7307,0,400,6190,0,120,3622,0,420,3690,31265,1684,29581,1,95.5333333333,97.4266666667,82.5333333333,48.2933333333,49.2,74.5973333333
11600,1,1,2,25,0,7871,0,298,7947,0,1409,5787,0,200,5845,0,203,4387,0,123,2418,31837,2233,29604,0,68.5086206897,49.8879310345,50.3879310345,37.8189655172,20.8448275862,45.4896551724
8900,1,1,2,32,2,8124,2,1521,7415,0,324,5994,0,405,5696,0,1,4837,2,211,3480,32066,2462,29604,1,83.3146067416,67.3483146067,64,54.3483146067,39.1011235955,61.6224719101
7700,2,1,1,40,2,6858,2,400,6526,0,600,6611,0,404,6929,0,800,5286,0,400,5874,32210,2604,29606,1,84.7532467532,85.8571428571,89.987012987,68.6493506494,76.2857142857,81.1064935065
20000,1,1,2,56,0,8041,0,483,7919,0,321,5511,0,645,5183,0,404,5419,0,605,4754,32073,2458,29615,0,39.595,27.555,25.915,27.095,23.77,28.786
7500,2,2,1,32,0,5545,0,0,6249,2,224,6090,0,478,6153,0,248,6531,2,0,6665,30568,950,29618,0,83.32,81.2,82.04,87.08,88.8666666667,84.5013333333
8400,1,2,2,28,0,7444,0,131,6728,0,174,3889,0,202,8085,0,128,4114,0,4,1600,30260,639,29621,0,80.0952380952,46.2976190476,96.25,48.9761904762,19.0476190476,58.1333333333
6900,1,2,2,30,0,6880,-1,200,6717,0,240,4648,0,285,7683,0,200,4803,0,180,3704,30731,1105,29626,0,97.347826087,67.3623188406,111.347826087,69.6086956522,53.6811594203,79.8695652174
10400,1,2,2,30,0,5993,0,0,7377,2,200,6521,0,200,6374,0,240,6408,0,2400,4176,32673,3040,29633,0,70.9326923077,62.7019230769,61.2884615385,61.6153846154,40.1538461538,59.3384615385
9700,1,1,1,38,0,7670,0,195,6798,0,190,5494,0,200,5312,0,240,5426,0,240,5576,30700,1065,29635,0,70.0824742268,56.6391752577,54.7628865979,55.9381443299,57.4845360825,58.981443299
7500,2,2,2,22,0,7353,0,265,7443,0,83,7377,0,100,4166,0,120,4241,0,363,4361,30580,931,29649,0,99.24,98.36,55.5466666667,56.5466666667,58.1466666667,73.568
8500,1,1,2,34,1,6458,2,320,6407,0,248,6077,0,240,5937,0,228,6037,0,228,6171,30916,1264,29652,0,75.3764705882,71.4941176471,69.8470588235,71.0235294118,72.6,72.0682352941
8100,2,1,1,29,0,5955,0,288,6077,0,320,6207,0,240,6364,0,260,6438,0,280,6588,31041,1388,29653,0,75.024691358,76.6296296296,78.5679012346,79.4814814815,81.3333333333,78.2074074074
18700,1,1,1,37,0,6258,0,219,6081,0,220,6146,0,226,6215,0,379,6211,0,211,6434,30911,1255,29656,0,32.5187165775,32.8663101604,33.2352941176,33.2139037433,34.4064171123,33.2481283422
6900,1,3,1,49,0,6834,0,312,6870,0,183,6819,0,187,5095,0,181,5081,0,180,5014,30699,1043,29656,0,99.5652173913,98.8260869565,73.8405797101,73.6376811594,72.6666666667,83.7072463768
7100,1,2,1,27,0,5949,0,320,6031,0,540,6253,0,164,6628,2,248,6623,0,544,6758,31484,1816,29668,0,84.9436619718,88.0704225352,93.3521126761,93.2816901408,95.1830985915,90.9661971831
7900,1,1,1,42,1,8136,2,232,7931,0,180,4800,0,374,4841,0,188,5135,0,200,5238,30843,1174,29669,1,100.3924050633,60.7594936709,61.2784810127,65,66.3037974684,70.746835443
14900,2,2,1,36,0,8775,0,562,7242,0,342,6765,0,353,5142,0,431,3553,0,101,3351,31477,1789,29688,0,48.6040268456,45.4026845638,34.5100671141,23.8456375839,22.4899328859,34.9704697987
8400,1,2,2,28,0,7200,0,300,7376,0,220,6860,0,167,5328,0,180,3955,0,155,3524,30719,1022,29697,0,87.8095238095,81.6666666667,63.4285714286,47.0833333333,41.9523809524,64.3880952381
9500,2,3,1,26,0,5470,0,287,7733,0,360,7583,0,120,7792,0,120,2104,0,95,2059,30682,982,29700,0,81.4,79.8210526316,82.0210526316,22.1473684211,21.6736842105,57.4126315789
8100,1,3,1,66,0,7346,0,264,6686,0,171,5769,0,175,5519,0,163,5304,0,147,4841,30624,920,29704,0,82.5432098765,71.2222222222,68.1358024691,65.4814814815,59.7654320988,69.4296296296
8100,1,1,2,33,0,6258,0,600,6495,0,0,6980,2,400,6214,2,0,5198,2,440,4728,31145,1440,29705,1,80.1851851852,86.1728395062,76.7160493827,64.1728395062,58.3703703704,73.1234567901
10400,1,3,1,47,0,6197,0,240,6354,0,284,6426,0,212,6202,0,200,5663,0,200,5366,30842,1136,29706,0,61.0961538462,61.7884615385,59.6346153846,54.4519230769,51.5961538462,57.7134615385
5900,2,1,2,27,0,6046,0,235,6085,0,232,6186,0,231,6313,0,227,6239,0,224,6166,30869,1149,29720,0,103.1355932203,104.8474576271,107,105.7457627119,104.5084745763,105.0474576271
7300,1,1,2,26,2,7006,2,2,7032,2,580,6141,2,180,5235,2,12,5263,2,180,5159,30677,954,29723,0,96.3287671233,84.1232876712,71.7123287671,72.095890411,70.6712328767,78.9863013699
8000,2,1,1,26,0,6267,0,215,6213,0,211,6260,0,216,6094,0,281,6033,0,210,5994,30867,1133,29734,0,77.6625,78.25,76.175,75.4125,74.925,76.485
6900,1,2,1,41,0,5928,0,328,5986,0,456,6218,2,0,6499,2,432,6332,2,0,6673,30963,1216,29747,0,86.7536231884,90.115942029,94.1884057971,91.768115942,96.7101449275,91.9072463768
7900,2,2,2,31,0,7708,0,287,7859,0,151,7080,0,151,4036,0,140,3955,0,160,3822,30638,889,29749,0,99.4810126582,89.6202531646,51.0886075949,50.0632911392,48.3797468354,67.7265822785
6700,2,2,1,44,0,6280,0,260,6379,0,280,6477,0,200,6635,0,200,5122,0,200,5237,30893,1140,29753,0,95.2089552239,96.671641791,99.0298507463,76.447761194,78.1641791045,89.1044776119
8000,1,1,1,42,1,6016,2,300,6057,0,440,6259,0,120,6533,2,455,6487,2,280,6835,31352,1595,29757,1,75.7125,78.2375,81.6625,81.0875,85.4375,80.4275
8100,1,3,1,41,0,5848,0,234,6016,0,200,6199,0,200,6287,0,184,6435,0,200,6564,30785,1018,29767,0,74.2716049383,76.5308641975,77.6172839506,79.4444444444,81.037037037,77.7802469136
8400,2,1,1,33,0,8010,0,280,7801,0,403,6614,0,180,4654,0,141,3834,0,140,3647,30913,1144,29769,0,92.869047619,78.7380952381,55.4047619048,45.6428571429,43.4166666667,63.2142857143
